,exonic_length
ENSG00000264010,72
ENSG00000264012,357
ENSG00000264013,102
ENSG00000264014,67
ENSG00000264015,840
ENSG00000264016,1868
ENSG00000264017,296
ENSG00000264019,865
ENSG00000264023,402
ENSG00000264024,51
ENSG00000264025,99
ENSG00000264026,6717
ENSG00000264028,266
ENSG00000264029,242
ENSG00000264030,263
ENSG00000264031,185
ENSG00000264032,67
ENSG00000264036,257
ENSG00000264037,66
ENSG00000264040,330
ENSG00000264041,293
ENSG00000264044,1862
ENSG00000264047,281
ENSG00000264049,80
ENSG00000264050,714
ENSG00000264054,140
ENSG00000264056,78
ENSG00000264057,1306
ENSG00000264058,6339
ENSG00000264060,70
ENSG00000264061,286
ENSG00000264063,60
ENSG00000264064,273
ENSG00000264066,894
ENSG00000264067,638
ENSG00000264069,99
ENSG00000264070,1058
ENSG00000264071,281
ENSG00000264072,420
ENSG00000264073,87
ENSG00000264075,81
ENSG00000264078,478
ENSG00000264080,571
ENSG00000264083,561
ENSG00000264084,82
ENSG00000264086,62
ENSG00000264089,71
ENSG00000264090,80
ENSG00000264092,300
ENSG00000264093,233
ENSG00000264099,73
ENSG00000264101,69
ENSG00000264102,82
ENSG00000264104,2482
ENSG00000264105,92
ENSG00000264107,489
ENSG00000264108,209
ENSG00000264110,95
ENSG00000264112,11256
ENSG00000264113,341
ENSG00000264115,152
ENSG00000264116,4872
ENSG00000264119,88
ENSG00000264125,695
ENSG00000264127,1098
ENSG00000264128,301
ENSG00000264131,187
ENSG00000264136,79
ENSG00000264138,415
ENSG00000264139,73
ENSG00000264141,57
ENSG00000264145,674
ENSG00000264148,165
ENSG00000264149,415
ENSG00000264150,427
ENSG00000264151,5924
ENSG00000264153,131
ENSG00000264157,75
ENSG00000264158,74
ENSG00000264160,74
ENSG00000264163,147
ENSG00000264164,649
ENSG00000264167,464
ENSG00000264168,948
ENSG00000264169,299
ENSG00000264171,101
ENSG00000264172,598
ENSG00000264174,661
ENSG00000264175,72
ENSG00000264176,863
ENSG00000264177,4953
ENSG00000264179,519
ENSG00000264185,106
ENSG00000264186,426
ENSG00000264187,1681
ENSG00000264188,334
ENSG00000264189,995
ENSG00000264192,295
ENSG00000264193,252
ENSG00000264196,622
ENSG00000264200,74
ENSG00000264201,62
ENSG00000264202,62
ENSG00000264204,2054
ENSG00000264207,1233
ENSG00000264210,83
ENSG00000264211,79
ENSG00000264212,920
ENSG00000264215,1513
ENSG00000264217,329
ENSG00000264218,101
ENSG00000264226,81
ENSG00000264229,126
ENSG00000264230,5809
ENSG00000264232,1266
ENSG00000264233,42
ENSG00000264235,1291
ENSG00000264236,657
ENSG00000264240,282
ENSG00000264243,814
ENSG00000264245,303
ENSG00000264246,207
ENSG00000264247,18779
ENSG00000264249,104
ENSG00000264250,261
ENSG00000264251,269
ENSG00000264254,469
ENSG00000264257,625
ENSG00000264259,146
ENSG00000264260,2368
ENSG00000264262,252
ENSG00000264265,497
ENSG00000264266,72
ENSG00000264268,77
ENSG00000264269,654
ENSG00000264270,864
ENSG00000264271,285
ENSG00000264272,511
ENSG00000264273,461
ENSG00000264274,73
ENSG00000264275,289
ENSG00000264278,1292
ENSG00000264279,79
ENSG00000264281,77
ENSG00000264289,291
ENSG00000264290,463
ENSG00000264292,80
ENSG00000264293,292
ENSG00000264294,79
ENSG00000264295,83
ENSG00000264296,444
ENSG00000264297,101
ENSG00000264300,419
ENSG00000264301,1414
ENSG00000264304,560
ENSG00000264309,79
ENSG00000264311,429
ENSG00000264313,258
ENSG00000264314,57
ENSG00000264315,955
ENSG00000264316,780
ENSG00000264317,323
ENSG00000264319,81
ENSG00000264322,294
ENSG00000264324,5020
ENSG00000264330,119
ENSG00000264334,786
ENSG00000264339,462
ENSG00000264340,329
ENSG00000264341,72
ENSG00000264342,99
ENSG00000264343,3100
ENSG00000264345,4707
ENSG00000264346,124
ENSG00000264349,90
ENSG00000264350,225
ENSG00000264352,323
ENSG00000264353,113
ENSG00000264354,73
ENSG00000264357,71
ENSG00000264358,72
ENSG00000264359,1011
ENSG00000264364,6804
ENSG00000264365,565
ENSG00000264370,77
ENSG00000264371,83
ENSG00000264373,89
ENSG00000264377,72
ENSG00000264379,75
ENSG00000264384,304
ENSG00000264386,85
ENSG00000264387,94
ENSG00000264388,347
ENSG00000264389,146
ENSG00000264390,69
ENSG00000264391,295
ENSG00000264393,88
ENSG00000264395,54
ENSG00000264397,152
ENSG00000264399,46
ENSG00000264400,268
ENSG00000264402,96
ENSG00000264404,3982
ENSG00000264405,101
ENSG00000264406,95
ENSG00000264408,71
ENSG00000264415,302
ENSG00000264417,251
ENSG00000264419,87
ENSG00000264421,378
ENSG00000264422,351
ENSG00000264423,302
ENSG00000264424,5976
ENSG00000264425,82
ENSG00000264426,79
ENSG00000264429,83
ENSG00000264431,1506
ENSG00000264434,466
ENSG00000264435,513
ENSG00000264438,263
ENSG00000264443,1442
ENSG00000264444,511
ENSG00000264448,948
ENSG00000264449,6901
ENSG00000264450,256
ENSG00000264451,699
ENSG00000264452,75
ENSG00000264456,1660
ENSG00000264458,370
ENSG00000264462,179
ENSG00000264464,2188
ENSG00000264468,69
ENSG00000264470,76
ENSG00000264472,1009
ENSG00000264474,74
ENSG00000264475,604
ENSG00000264477,75
ENSG00000264480,76
ENSG00000264482,70
ENSG00000264483,93
ENSG00000264484,298
ENSG00000264486,774
ENSG00000264488,262
ENSG00000264490,1917
ENSG00000264491,458
ENSG00000264493,72
ENSG00000264494,75
ENSG00000264495,101
ENSG00000264497,114
ENSG00000264500,66
ENSG00000264501,292
ENSG00000264503,144
ENSG00000264511,93
ENSG00000264512,58
ENSG00000264513,474
ENSG00000264514,546
ENSG00000264515,5500
ENSG00000264519,287
ENSG00000264520,365
ENSG00000264522,12892
ENSG00000264525,79
ENSG00000264529,651
ENSG00000264530,259
ENSG00000264534,56
ENSG00000264536,79
ENSG00000264538,4861
ENSG00000264539,56
ENSG00000264540,288
ENSG00000264545,617
ENSG00000264546,1705
ENSG00000264548,2366
ENSG00000264549,67
ENSG00000264553,85
ENSG00000264554,295
ENSG00000264556,102
ENSG00000264557,106
ENSG00000264558,266
ENSG00000264559,81
ENSG00000264563,78
ENSG00000264564,129
ENSG00000264566,99
ENSG00000264569,1009
ENSG00000264570,2974
ENSG00000264571,77
ENSG00000264572,87
ENSG00000264573,300
ENSG00000264574,62
ENSG00000264575,1874
ENSG00000264577,897
ENSG00000264578,727
ENSG00000264580,86
ENSG00000264582,295
ENSG00000264583,72
ENSG00000264585,65
ENSG00000264587,1150
ENSG00000264589,11930
ENSG00000264591,77
ENSG00000264592,255
ENSG00000264595,591
ENSG00000264596,1612
ENSG00000264598,425
ENSG00000264602,91
ENSG00000264603,73
ENSG00000264607,67
ENSG00000264610,68
ENSG00000264613,299
ENSG00000264614,62
ENSG00000264615,280
ENSG00000264616,71
ENSG00000264617,536
ENSG00000264618,299
ENSG00000264619,4275
ENSG00000264621,64
ENSG00000264622,467
ENSG00000264623,80
ENSG00000264630,3111
ENSG00000264633,66
ENSG00000264634,437
ENSG00000264635,1604
ENSG00000264638,73
ENSG00000264640,147
ENSG00000264643,306
ENSG00000264644,1245
ENSG00000264646,101
ENSG00000264647,276
ENSG00000264653,119
ENSG00000264655,486
ENSG00000264657,73
ENSG00000264658,74
ENSG00000264659,4349
ENSG00000264660,619
ENSG00000264661,84
ENSG00000264662,378
ENSG00000264663,1043
ENSG00000264666,423
ENSG00000264668,2893
ENSG00000264672,2993
ENSG00000264673,684
ENSG00000264675,84
ENSG00000264676,261
ENSG00000264678,89
ENSG00000264684,77
ENSG00000264685,897
ENSG00000264688,251
ENSG00000264689,261
ENSG00000264692,98
ENSG00000264693,659
ENSG00000264695,457
ENSG00000264697,153
ENSG00000264698,71
ENSG00000264699,1712
ENSG00000264701,529
ENSG00000264703,71
ENSG00000264704,147
ENSG00000264705,2073
ENSG00000264706,285
ENSG00000264707,2041
ENSG00000264712,91
ENSG00000264714,3318
ENSG00000264717,1953
ENSG00000264720,77
ENSG00000264722,64
ENSG00000264725,75
ENSG00000264727,2606
ENSG00000264729,300
ENSG00000264732,67
ENSG00000264733,50
ENSG00000264734,832
ENSG00000264735,957
ENSG00000264736,1989
ENSG00000264737,86
ENSG00000264739,2165
ENSG00000264741,72
ENSG00000264743,567
ENSG00000264744,71
ENSG00000264745,811
ENSG00000264747,80
ENSG00000264750,171
ENSG00000264754,610
ENSG00000264755,62
ENSG00000264757,79
ENSG00000264760,60
ENSG00000264763,84
ENSG00000264764,77
ENSG00000264765,769
ENSG00000264767,286
ENSG00000264769,560
ENSG00000264772,4542
ENSG00000264773,76
ENSG00000264775,495
ENSG00000264777,99
ENSG00000264778,88
ENSG00000264781,69
ENSG00000264785,444
ENSG00000264788,76
ENSG00000264790,919
ENSG00000264791,373
ENSG00000264792,83
ENSG00000264793,73
ENSG00000264796,99
ENSG00000264800,75
ENSG00000264801,1616
ENSG00000264802,119
ENSG00000264803,80
ENSG00000264808,760
ENSG00000264809,274
ENSG00000264810,99
ENSG00000264812,679
ENSG00000264813,4831
ENSG00000264814,76
ENSG00000264823,83
ENSG00000264824,112
ENSG00000264825,364
ENSG00000264829,350
ENSG00000264833,293
ENSG00000264834,98
ENSG00000264837,822
ENSG00000264840,280
ENSG00000264843,820
ENSG00000264845,679
ENSG00000264846,101
ENSG00000264847,91
ENSG00000264850,56
ENSG00000264853,2789
ENSG00000264857,84
ENSG00000264859,5061
ENSG00000264860,585
ENSG00000264862,297
ENSG00000264864,86
ENSG00000264866,298
ENSG00000264869,872
ENSG00000264874,108
ENSG00000264876,3513
ENSG00000264879,239
ENSG00000264880,523
ENSG00000264881,85
ENSG00000264887,88
ENSG00000264892,204
ENSG00000264893,147
ENSG00000264895,2169
ENSG00000264897,84
ENSG00000264901,91
ENSG00000264902,81
ENSG00000264906,83
ENSG00000264907,544
ENSG00000264909,146
ENSG00000264910,279
ENSG00000264911,657
ENSG00000264914,573
ENSG00000264915,113
ENSG00000264916,302
ENSG00000264920,4829
ENSG00000264922,54
ENSG00000264924,505
ENSG00000264926,77
ENSG00000264930,315
ENSG00000264931,81
ENSG00000264932,562
ENSG00000264933,256
ENSG00000264934,98
ENSG00000264937,239
ENSG00000264940,1013
ENSG00000264941,77
ENSG00000264943,1081
ENSG00000264947,72
ENSG00000264951,102
ENSG00000264954,7017
ENSG00000264955,88
ENSG00000264956,7790
ENSG00000264958,1220
ENSG00000264960,147
ENSG00000264961,75
ENSG00000264963,342
ENSG00000264964,5139
ENSG00000264966,84
ENSG00000264968,1365
ENSG00000264970,4514
ENSG00000264971,420
ENSG00000264974,81
ENSG00000264975,93
ENSG00000264978,296
ENSG00000264979,90
ENSG00000264982,770
ENSG00000264984,67
ENSG00000264985,11185
ENSG00000264986,87
ENSG00000264990,1628
ENSG00000264994,84
ENSG00000264997,70
ENSG00000264998,148
ENSG00000264999,83
ENSG00000265000,1809
ENSG00000265003,80
ENSG00000265005,73
ENSG00000265007,84
ENSG00000265008,471
ENSG00000265010,319
ENSG00000265013,83
ENSG00000265014,84
ENSG00000265015,649
ENSG00000265018,4128
ENSG00000265019,292
ENSG00000265028,73
ENSG00000265031,101
ENSG00000265033,293
ENSG00000265038,729
ENSG00000265041,933
ENSG00000265043,3702
ENSG00000265046,395
ENSG00000265048,106
ENSG00000265052,274
ENSG00000265055,2466
ENSG00000265056,81
ENSG00000265057,76
ENSG00000265059,147
ENSG00000265060,1355
ENSG00000265061,67
ENSG00000265064,62
ENSG00000265069,2293
ENSG00000265071,95
ENSG00000265073,829
ENSG00000265074,163
ENSG00000265075,94
ENSG00000265078,304
ENSG00000265083,89
ENSG00000265089,73
ENSG00000265091,1300
ENSG00000265092,82
ENSG00000265093,295
ENSG00000265094,279
ENSG00000265095,448
ENSG00000265096,2592
ENSG00000265097,1212
ENSG00000265098,67
ENSG00000265099,321
ENSG00000265100,1309
ENSG00000265101,521
ENSG00000265102,108
ENSG00000265105,101
ENSG00000265107,7245
ENSG00000265110,69
ENSG00000265112,81
ENSG00000265113,426
ENSG00000265115,559
ENSG00000265116,75
ENSG00000265118,2772
ENSG00000265121,596
ENSG00000265123,287
ENSG00000265125,1613
ENSG00000265126,565
ENSG00000265128,500
ENSG00000265134,79
ENSG00000265135,76
ENSG00000265136,454
ENSG00000265137,76
ENSG00000265138,161
ENSG00000265139,269
ENSG00000265140,65
ENSG00000265141,298
ENSG00000265142,7225
ENSG00000265144,73
ENSG00000265145,77
ENSG00000265148,11642
ENSG00000265154,95
ENSG00000265156,66
ENSG00000265158,4150
ENSG00000265159,95
ENSG00000265160,98
ENSG00000265163,465
ENSG00000265164,104
ENSG00000265165,83
ENSG00000265168,296
ENSG00000265170,297
ENSG00000265172,53
ENSG00000265174,656
ENSG00000265176,80
ENSG00000265178,66
ENSG00000265179,6948
ENSG00000265180,78
ENSG00000265181,86
ENSG00000265182,1749
ENSG00000265185,1190
ENSG00000265188,912
ENSG00000265190,8810
ENSG00000265193,82
ENSG00000265194,3016
ENSG00000265195,75
ENSG00000265201,79
ENSG00000265203,4286
ENSG00000265204,562
ENSG00000265205,497
ENSG00000265206,1624
ENSG00000265210,62
ENSG00000265213,73
ENSG00000265214,79
ENSG00000265215,83
ENSG00000265217,1874
ENSG00000265218,1464
ENSG00000265222,925
ENSG00000265223,148
ENSG00000265226,87
ENSG00000265227,73
ENSG00000265233,168
ENSG00000265236,77
ENSG00000265237,81
ENSG00000265240,1296
ENSG00000265241,7831
ENSG00000265243,423
ENSG00000265246,612
ENSG00000265247,79
ENSG00000265248,163
ENSG00000265251,66
ENSG00000265252,74
ENSG00000265253,66
ENSG00000265254,491
ENSG00000265255,302
ENSG00000265257,1040
ENSG00000265258,75
ENSG00000265260,298
ENSG00000265261,2743
ENSG00000265262,357
ENSG00000265265,394
ENSG00000265272,278
ENSG00000265273,1440
ENSG00000265278,113
ENSG00000265279,940
ENSG00000265281,103
ENSG00000265282,550
ENSG00000265284,57
ENSG00000265287,1081
ENSG00000265289,589
ENSG00000265291,55
ENSG00000265293,947
ENSG00000265296,1996
ENSG00000265298,891
ENSG00000265301,81
ENSG00000265303,554
ENSG00000265304,59
ENSG00000265306,83
ENSG00000265313,16848
ENSG00000265315,280
ENSG00000265316,574
ENSG00000265319,269
ENSG00000265321,82
ENSG00000265322,74
ENSG00000265323,91
ENSG00000265325,77
ENSG00000265326,298
ENSG00000265327,299
ENSG00000265328,83
ENSG00000265331,114
ENSG00000265333,74
ENSG00000265334,636
ENSG00000265337,473
ENSG00000265340,944
ENSG00000265342,370
ENSG00000265345,112
ENSG00000265347,64
ENSG00000265349,210
ENSG00000265351,106
ENSG00000265352,1214
ENSG00000265354,1183
ENSG00000265355,77
ENSG00000265356,1840
ENSG00000265357,72
ENSG00000265359,256
ENSG00000265366,798
ENSG00000265368,69
ENSG00000265369,2596
ENSG00000265370,79
ENSG00000265372,76
ENSG00000265373,87
ENSG00000265374,550
ENSG00000265375,76
ENSG00000265376,83
ENSG00000265378,395
ENSG00000265380,552
ENSG00000265386,295
ENSG00000265388,283
ENSG00000265390,90
ENSG00000265392,62
ENSG00000265393,336
ENSG00000265394,383
ENSG00000265395,107
ENSG00000265396,65
ENSG00000265399,1766
ENSG00000265400,714
ENSG00000265401,459
ENSG00000265402,471
ENSG00000265407,71
ENSG00000265408,313
ENSG00000265409,102
ENSG00000265411,280
ENSG00000265413,2314
ENSG00000265415,319
ENSG00000265417,1103
ENSG00000265418,57
ENSG00000265420,82
ENSG00000265421,65
ENSG00000265422,81
ENSG00000265423,77
ENSG00000265425,751
ENSG00000265428,301
ENSG00000265429,78
ENSG00000265432,80
ENSG00000265433,90
ENSG00000265435,76
ENSG00000265437,509
ENSG00000265439,297
ENSG00000265442,102
ENSG00000265443,458
ENSG00000265444,75
ENSG00000265445,371
ENSG00000265450,80
ENSG00000265451,680
ENSG00000265452,83
ENSG00000265453,321
ENSG00000265456,81
ENSG00000265458,1369
ENSG00000265460,1494
ENSG00000265462,86
ENSG00000265465,73
ENSG00000265469,324
ENSG00000265470,57
ENSG00000265472,317
ENSG00000265474,519
ENSG00000265477,452
ENSG00000265478,984
ENSG00000265479,5671
ENSG00000265480,3916
ENSG00000265483,52
ENSG00000265484,1705
ENSG00000265485,32240
ENSG00000265486,279
ENSG00000265487,242
ENSG00000265489,3677
ENSG00000265490,324
ENSG00000265491,11866
ENSG00000265494,1981
ENSG00000265495,159
ENSG00000265496,580
ENSG00000265499,76
ENSG00000265503,74
ENSG00000265507,79
ENSG00000265509,101
ENSG00000265510,84
ENSG00000265511,793
ENSG00000265514,4927
ENSG00000265519,345
ENSG00000265520,79
ENSG00000265521,77
ENSG00000265526,61
ENSG00000265527,72
ENSG00000265531,1121
ENSG00000265533,2986
ENSG00000265535,297
ENSG00000265537,93
ENSG00000265538,68
ENSG00000265539,82
ENSG00000265541,355
ENSG00000265542,722
ENSG00000265544,629
ENSG00000265545,228
ENSG00000265547,515
ENSG00000265552,661
ENSG00000265554,830
ENSG00000265555,2147
ENSG00000265558,92
ENSG00000265559,299
ENSG00000265561,49
ENSG00000265564,306
ENSG00000265565,62
ENSG00000265566,280
ENSG00000265574,1028
ENSG00000265579,2205
ENSG00000265584,100
ENSG00000265588,84
ENSG00000265590,47952
ENSG00000265593,558
ENSG00000265595,77
ENSG00000265596,98
ENSG00000265598,80
ENSG00000265599,82
ENSG00000265602,160
ENSG00000265606,73
ENSG00000265607,77
ENSG00000265612,59
ENSG00000265614,366
ENSG00000265617,63
ENSG00000265618,1119
ENSG00000265623,75
ENSG00000265625,1051
ENSG00000265626,181
ENSG00000265630,200
ENSG00000265631,568
ENSG00000265633,302
ENSG00000265634,83
ENSG00000265635,86
ENSG00000265639,845
ENSG00000265641,54
ENSG00000265643,429
ENSG00000265644,570
ENSG00000265646,1346
ENSG00000265648,283
ENSG00000265653,56
ENSG00000265656,445
ENSG00000265657,75
ENSG00000265658,74
ENSG00000265660,70
ENSG00000265663,83
ENSG00000265664,227
ENSG00000265666,1787
ENSG00000265669,71
ENSG00000265670,384
ENSG00000265671,349
ENSG00000265673,69
ENSG00000265674,161
ENSG00000265675,298
ENSG00000265678,553
ENSG00000265681,8179
ENSG00000265682,81
ENSG00000265683,726
ENSG00000265684,297
ENSG00000265688,1893
ENSG00000265689,371
ENSG00000265690,3388
ENSG00000265691,85
ENSG00000265692,1808
ENSG00000265693,129
ENSG00000265694,75
ENSG00000265697,561
ENSG00000265698,336
ENSG00000265699,66
ENSG00000265702,11507
ENSG00000265706,77
ENSG00000265707,66
ENSG00000265712,684
ENSG00000265713,954
ENSG00000265717,596
ENSG00000265719,71
ENSG00000265724,80
ENSG00000265725,78
ENSG00000265727,300
ENSG00000265728,850
ENSG00000265732,62
ENSG00000265733,200
ENSG00000265734,92
ENSG00000265735,320
ENSG00000265737,584
ENSG00000265738,113
ENSG00000265739,544
ENSG00000265740,295
ENSG00000265743,407
ENSG00000265744,67
ENSG00000265745,297
ENSG00000265746,1325
ENSG00000265749,1655
ENSG00000265750,732
ENSG00000265751,675
ENSG00000265752,2490
ENSG00000265753,299
ENSG00000265754,131
ENSG00000265758,1337
ENSG00000265763,6883
ENSG00000265766,3050
ENSG00000265768,76
ENSG00000265773,280
ENSG00000265775,535
ENSG00000265776,64
ENSG00000265777,277
ENSG00000265778,2151
ENSG00000265781,371
ENSG00000265784,454
ENSG00000265786,495
ENSG00000265787,3259
ENSG00000265788,3742
ENSG00000265789,104
ENSG00000265790,741
ENSG00000265791,306
ENSG00000265793,74
ENSG00000265794,796
ENSG00000265795,99
ENSG00000265798,3118
ENSG00000265799,1314
ENSG00000265800,398
ENSG00000265801,429
ENSG00000265802,297
ENSG00000265806,66
ENSG00000265808,9150
ENSG00000265810,150
ENSG00000265813,317
ENSG00000265814,263
ENSG00000265815,99
ENSG00000265816,120
ENSG00000265817,7849
ENSG00000265818,761
ENSG00000265820,81
ENSG00000265822,82
ENSG00000265828,105
ENSG00000265829,65
ENSG00000265831,74
ENSG00000265833,72
ENSG00000265836,536
ENSG00000265838,151
ENSG00000265840,285
ENSG00000265841,74
ENSG00000265843,20445
ENSG00000265844,555
ENSG00000265845,1426
ENSG00000265846,69
ENSG00000265847,77
ENSG00000265848,73
ENSG00000265849,75
ENSG00000265850,70
ENSG00000265852,101
ENSG00000265853,231
ENSG00000265855,56
ENSG00000265859,76
ENSG00000265861,65
ENSG00000265863,1590
ENSG00000265867,85
ENSG00000265871,86
ENSG00000265872,77
ENSG00000265873,69
ENSG00000265874,61
ENSG00000265878,98
ENSG00000265879,81
ENSG00000265881,606
ENSG00000265882,251
ENSG00000265883,163
ENSG00000265885,300
ENSG00000265888,1428
ENSG00000265889,101
ENSG00000265892,305
ENSG00000265894,297
ENSG00000265896,98
ENSG00000265897,223
ENSG00000265902,69
ENSG00000265903,302
ENSG00000265905,282
ENSG00000265907,4659
ENSG00000265908,598
ENSG00000265912,2472
ENSG00000265916,633
ENSG00000265917,61
ENSG00000265918,298
ENSG00000265919,75
ENSG00000265920,106
ENSG00000265921,99
ENSG00000265924,90
ENSG00000265926,83
ENSG00000265927,1055
ENSG00000265929,114
ENSG00000265932,78
ENSG00000265933,7569
ENSG00000265934,476
ENSG00000265935,401
ENSG00000265936,172
ENSG00000265939,509
ENSG00000265942,302
ENSG00000265943,566
ENSG00000265944,597
ENSG00000265946,377
ENSG00000265948,359
ENSG00000265954,60
ENSG00000265955,110
ENSG00000265956,69
ENSG00000265957,84
ENSG00000265961,113
ENSG00000265962,816
ENSG00000265964,558
ENSG00000265965,54
ENSG00000265967,553
ENSG00000265971,353
ENSG00000265972,5316
ENSG00000265973,1088
ENSG00000265975,555
ENSG00000265976,89
ENSG00000265980,468
ENSG00000265981,77
ENSG00000265982,95
ENSG00000265983,148
ENSG00000265984,426
ENSG00000265986,68
ENSG00000265987,401
ENSG00000265991,57
ENSG00000265992,3136
ENSG00000265993,75
ENSG00000265994,1347
ENSG00000265995,284
ENSG00000265996,87
ENSG00000266002,213
ENSG00000266003,1346
ENSG00000266004,131
ENSG00000266006,61
ENSG00000266009,165
ENSG00000266010,5696
ENSG00000266012,87
ENSG00000266013,292
ENSG00000266014,3176
ENSG00000266015,82
ENSG00000266016,96
ENSG00000266017,80
ENSG00000266019,79
ENSG00000266027,5648
ENSG00000266028,24008
ENSG00000266035,120
ENSG00000266036,563
ENSG00000266038,80
ENSG00000266039,93
ENSG00000266041,59
ENSG00000266042,108
ENSG00000266043,65
